state,county,AveDailyPM2.5-2014,Z-score
SD,Marshall,5.4,-0.5
SD,McCook,7.2,1.21
SD,McPherson,5.3,-0.59
SD,Meade,5.5,-0.4
SD,Mellette,5,-0.88
SD,Miner,6.5,0.55
SD,Minnehaha,8,1.97
SD,Moody,7.1,1.11
SD,Oglala Lakota,4.5,-1.35
SD,Pennington,5.5,-0.4
SD,Perkins,4.9,-0.97
SD,Potter,5.4,-0.5
SD,Roberts,5.8,-0.12
SD,Sanborn,6.3,0.36
SD,Spink,5.9,-0.02
SD,Stanley,5.2,-0.69
SD,Sully,5.4,NR
SD,Todd,5.2,-0.69
SD,Tripp,5.5,-0.4
SD,Turner,7.7,1.68
SD,Union,8.7,2.63
SD,Walworth,5.4,-0.5
SD,Yankton,7.8,1.78
SD,Ziebach,4.9,-0.97
TN,Anderson,10.3,0.55
TN,Bedford,10.5,0.95
TN,Benton,10,-0.06
TN,Bledsoe,9.4,-1.26
TN,Blount,10.1,0.15
TN,Bradley,10.7,1.35
TN,Campbell,9.7,-0.66
TN,Cannon,9.7,-0.66
TN,Carroll,10.2,0.35
TN,Carter,9.4,-1.26
TN,Cheatham,10.6,1.15
TN,Chester,9.7,-0.66
TN,Claiborne,10,-0.06
TN,Clay,9.9,-0.26
TN,Cocke,9.6,-0.86
TN,Coffee,10.2,0.35
TN,Crockett,10.1,0.15
TN,Cumberland,9.3,-1.46
TN,Davidson,10.6,1.15
TN,Decatur,9.7,-0.66
TN,DeKalb,9.7,-0.66
TN,Dickson,10.2,0.35
TN,Dyer,10.2,0.35
TN,Fayette,10,-0.06
TN,Fentress,9.1,-1.87
TN,Franklin,10.2,0.35
TN,Gibson,10.4,0.75
TN,Giles,10.6,1.15
TN,Grainger,10.3,0.55
TN,Greene,10,-0.06
TN,Grundy,9.6,-0.86
TN,Hamblen,10.3,0.55
TN,Hamilton,10.9,1.76
TN,Hancock,9.7,-0.66
TN,Hardeman,9.7,-0.66
TN,Hardin,9.8,-0.46
TN,Hawkins,10.4,0.75
TN,Haywood,10,-0.06
TN,Henderson,9.9,-0.26
TN,Henry,10.4,0.75
TN,Hickman,9.8,-0.46
TN,Houston,10,-0.06
TN,Humphreys,10,-0.06
TN,Jackson,9.8,-0.46
TN,Jefferson,10.3,0.55
TN,Johnson,8.6,-2.87
TN,Knox,10.5,0.95
TN,Lake,10.7,1.35
TN,Lauderdale,10.2,0.35
TN,Lawrence,9.9,-0.26
TN,Lewis,9.5,-1.06
TN,Lincoln,10.6,1.15
TN,Loudon,10.6,1.15
TN,Macon,10.3,0.55
TN,Madison,10,-0.06
TN,Marion,10.2,0.35
TN,Marshall,10.4,0.75
TN,Maury,10,-0.06
TN,McMinn,10.3,0.55
TN,McNairy,9.9,-0.26
TN,Meigs,10.2,0.35
TN,Monroe,10.7,1.35
TN,Montgomery,9.6,-0.86
TN,Moore,10.2,0.35
TN,Morgan,9.4,-1.26
TN,Obion,10.9,1.76
TN,Overton,9.5,-1.06
TN,Perry,9.5,-1.06
TN,Pickett,9.2,-1.67
TN,Polk,9.7,-0.66
TN,Putnam,9.6,-0.86
TN,Rhea,9.8,-0.46
TN,Roane,10,-0.06
TN,Robertson,10.9,1.76
TN,Rutherford,11.2,2.36
TN,Scott,9.3,-1.46
TN,Sequatchie,9.7,-0.66
TN,Sevier,10.1,0.15
TN,Shelby,9.5,-1.06
TN,Smith,10,-0.06
TN,Stewart,10.3,0.55
TN,Sullivan,10.2,0.35
TN,Sumner,10.8,1.55
TN,Tipton,10.1,0.15
TN,Trousdale,10.1,0.15
TN,Unicoi,8.8,-2.47
TN,Union,10,-0.06
TN,Van Buren,9.2,-1.67
TN,Warren,9.6,-0.86
TN,Washington,9.9,-0.26
TN,Wayne,9.7,-0.66
TN,Weakley,10.6,1.15
TN,White,9.5,-1.06
TN,Williamson,11,1.96
TN,Wilson,11.1,2.16
TX,Anderson,9.9,0.87
TX,Andrews,7.3,-1.07
TX,Angelina,9.8,0.8
TX,Aransas,9.3,0.42
TX,Archer,8.5,-0.17
TX,Armstrong,6.8,-1.44
TX,Atascosa,9.6,0.65
TX,Austin,10.2,1.1
TX,Bailey,6.8,-1.44
TX,Bandera,8.9,0.12
TX,Bastrop,10.1,1.02
TX,Baylor,7.8,-0.7
TX,Bee,9.4,0.5
TX,Bell,10.1,1.02
TX,Bexar,10.4,1.25
TX,Blanco,8.9,0.12
TX,Borden,7.1,NR
TX,Bosque,9.5,0.57
TX,Bowie,10,0.95
TX,Brazoria,11.4,1.99
TX,Brazos,10.1,1.02
TX,Brewster,6.3,-1.82
TX,Briscoe,6.9,-1.37
TX,Brooks,8.6,-0.1
TX,Brown,8.3,-0.32
TX,Burleson,9.8,0.8
TX,Burnet,9.1,0.27
TX,Caldwell,10.1,1.02
TX,Calhoun,9.4,0.5
TX,Callahan,7.9,-0.62
TX,Cameron,9.3,0.42
TX,Camp,9.9,0.87
TX,Carson,7,-1.29
TX,Cass,9.9,0.87
TX,Castro,7.3,-1.07
TX,Chambers,9.9,0.87
TX,Cherokee,10,0.95
TX,Childress,7.5,-0.92
TX,Clay,8.6,-0.1
TX,Cochran,6.8,-1.44
TX,Coke,7.5,-0.92
TX,Coleman,7.8,-0.7
TX,Collin,10.9,1.62
TX,Collingsworth,7.3,-1.07
TX,Colorado,9.7,0.72
TX,Comal,10.2,1.1
TX,Comanche,8.4,-0.25
TX,Concho,7.5,-0.92
TX,Cooke,9.8,0.8
TX,Coryell,9.5,0.57
TX,Cottle,7.2,-1.14
TX,Crane,7.1,-1.22
TX,Crockett,7.3,-1.07
TX,Crosby,7.6,-0.85
TX,Culberson,5.9,-2.12
TX,Dallam,6,-2.04
TX,Dallas,10,0.95
TX,Dawson,7.3,-1.07
TX,Deaf Smith,7,-1.29
TX,Delta,9.8,0.8
TX,Denton,10.9,1.62
TX,DeWitt,9.6,0.65
TX,Dickens,7.1,-1.22
TX,Dimmit,8.1,-0.47
TX,Donley,7,-1.29
TX,Duval,8.5,-0.17
TX,Eastland,8.3,-0.32
TX,Ector,7.8,-0.7
TX,Edwards,7.3,-1.07
TX,El Paso,9.5,0.57
TX,Ellis,10.5,1.32
TX,Erath,8.8,0.05
TX,Falls,10,0.95
TX,Fannin,10,0.95
TX,Fayette,9.6,0.65
TX,Fisher,7.6,-0.85
TX,Floyd,7.3,-1.07
TX,Foard,7.5,-0.92
TX,Fort Bend,11.7,2.22
TX,Franklin,9.9,0.87
TX,Freestone,10,0.95
TX,Frio,8.7,-0.02
TX,Gaines,7.4,-1
TX,Galveston,10.3,1.17
TX,Garza,7.1,-1.22
TX,Gillespie,8.4,-0.25
TX,Glasscock,7.2,NR
TX,Goliad,9.3,0.42
TX,Gonzales,9.7,0.72
TX,Gray,7.1,-1.22
TX,Grayson,10.2,1.1
TX,Gregg,10.2,1.1
TX,Grimes,10.2,1.1
TX,Guadalupe,10.4,1.25
TX,Hale,7.6,-0.85
TX,Hall,7,-1.29
TX,Hamilton,8.6,-0.1
TX,Hansford,7.1,-1.22
TX,Hardeman,7.6,-0.85
TX,Hardin,9.6,0.65
TX,Harris,12,2.44
TX,Harrison,10,0.95
TX,Hartley,5.9,-2.12
TX,Haskell,7.8,-0.7
TX,Hays,10.3,1.17
TX,Hemphill,6.9,-1.37
TX,Henderson,10.4,1.25
TX,Hidalgo,9.4,0.5
TX,Hill,10.1,1.02
TX,Hockley,7.5,-0.92
TX,Hood,9.6,0.65
TX,Hopkins,10.1,1.02
TX,Houston,9.8,0.8
TX,Howard,7.5,-0.92
TX,Hudspeth,6.1,-1.97
TX,Hunt,10.4,1.25
TX,Hutchinson,7.1,-1.22
TX,Irion,7.3,NR
TX,Jack,8.6,-0.1
TX,Jackson,9.5,0.57
TX,Jasper,9.5,0.57
TX,Jeff Davis,5.6,-2.34
TX,Jefferson,10,0.95
TX,Jim Hogg,8.1,-0.47
TX,Jim Wells,9.1,0.27
TX,Johnson,10.5,1.32
TX,Jones,8.1,-0.47
TX,Karnes,9.4,0.5
TX,Kaufman,10.6,1.39
TX,Kendall,9.2,0.35
TX,Kenedy,8.4,NR
TX,Kent,7.1,NR
TX,Kerr,8.5,-0.17
TX,Kimble,7.5,-0.92
TX,King,7.2,NR
TX,Kinney,7.6,-0.85
TX,Kleberg,9.1,0.27
TX,Knox,7.8,-0.7
TX,La Salle,8.2,-0.4
TX,Lamar,9.9,0.87
TX,Lamb,7.5,-0.92
TX,Lampasas,9,0.2
TX,Lavaca,9.6,0.65
TX,Lee,9.7,0.72
TX,Leon,9.7,0.72
TX,Liberty,10.3,1.17
TX,Limestone,9.9,0.87
TX,Lipscomb,7,-1.29
TX,Live Oak,9.2,0.35
TX,Llano,8.8,0.05
TX,Loving,6.6,NR
TX,Lubbock,8.2,-0.4
TX,Lynn,7.4,-1
TX,Madison,9.8,0.8
TX,Marion,9.9,0.87
TX,Martin,7.5,-0.92
TX,Mason,7.8,-0.7
TX,Matagorda,9.8,0.8
TX,Maverick,8.2,-0.4
TX,McCulloch,7.8,-0.7
TX,McLennan,10.4,1.25
TX,McMullen,8.5,NR
TX,Medina,9.4,0.5
TX,Menard,7.4,-1
TX,Midland,7.9,-0.62
TX,Milam,9.9,0.87
TX,Mills,8.2,-0.4
TX,Mitchell,7.4,-1
TX,Montague,9.1,0.27
TX,Montgomery,11.4,1.99
TX,Moore,6.9,-1.37
TX,Morris,9.8,0.8
TX,Motley,7,-1.29
TX,Nacogdoches,9.9,0.87
TX,Navarro,10.2,1.1
TX,Newton,9.5,0.57
TX,Nolan,7.6,-0.85
TX,Nueces,9.9,0.87
TX,Ochiltree,7.1,-1.22
TX,Oldham,6.1,-1.97
TX,Orange,9.8,0.8
TX,Palo Pinto,9.1,0.27
TX,Panola,10,0.95
TX,Parker,10,0.95
TX,Parmer,7,-1.29
TX,Pecos,7,-1.29
TX,Polk,9.9,0.87
TX,Potter,7.5,-0.92
TX,Presidio,5.9,-2.12
TX,Rains,10,0.95
TX,Randall,7.5,-0.92
TX,Reagan,7.2,-1.14
TX,Real,7.5,-0.92
TX,Red River,9.8,0.8
TX,Reeves,6.7,-1.52
TX,Refugio,9.3,0.42
TX,Roberts,6.8,NR
TX,Robertson,9.8,0.8
TX,Rockwall,10.5,1.32
TX,Runnels,7.8,-0.7
TX,Rusk,10.2,1.1
TX,Sabine,9.2,0.35
TX,San Augustine,9.3,0.42
TX,San Jacinto,10,0.95
TX,San Patricio,9.7,0.72
TX,San Saba,8.1,-0.47
TX,Schleicher,7.3,-1.07
TX,Scurry,7.5,-0.92
TX,Shackelford,7.7,-0.77
TX,Shelby,9.8,0.8
TX,Sherman,6.5,-1.67
TX,Smith,10.3,1.17
TX,Somervell,9.1,0.27
TX,Starr,8.6,-0.1
TX,Stephens,8,-0.55
TX,Sterling,7.2,NR
TX,Stonewall,7.4,-1
TX,Sutton,7.3,-1.07
TX,Swisher,7.3,-1.07
TX,Tarrant,10.6,1.39
TX,Taylor,8.2,-0.4
TX,Terrell,7.2,-1.14
TX,Terry,7.3,-1.07
TX,Throckmorton,7.7,-0.77
TX,Titus,10,0.95
TX,Tom Green,8,-0.55
TX,Travis,10.5,1.32
TX,Trinity,9.8,0.8
TX,Tyler,9.3,0.42
TX,Upshur,10.1,1.02
TX,Upton,7.3,-1.07
TX,Uvalde,8.2,-0.4
TX,Val Verde,8.1,-0.47
TX,Van Zandt,10.3,1.17
TX,Victoria,9.9,0.87
TX,Walker,10.1,1.02
TX,Waller,10.8,1.54
TX,Ward,7.1,-1.22
TX,Washington,9.9,0.87
TX,Webb,8.4,-0.25
TX,Wharton,10,0.95
TX,Wheeler,7.2,-1.14
TX,Wichita,8.8,0.05
TX,Wilbarger,8,-0.55
TX,Willacy,8.8,0.05
TX,Williamson,10.4,1.25
TX,Wilson,9.9,0.87
TX,Winkler,7,-1.29
TX,Wise,9.9,0.87
TX,Wood,10.1,1.02
TX,Yoakum,7.3,-1.07
TX,Young,8.2,-0.4
TX,Zapata,7.9,-0.62
TX,Zavala,8.3,-0.32
UT,Beaver,4.7,-1.07
UT,Box Elder,7.3,1.05
UT,Cache,7.2,0.97
UT,Carbon,5.7,-0.25
UT,Daggett,4.4,NR
UT,Davis,8.4,1.95
UT,Duchesne,6.2,0.16
UT,Emery,5.5,-0.41
UT,Garfield,4.5,-1.23
UT,Grand,5.4,-0.5
UT,Iron,4.8,-0.98
UT,Juab,5.7,-0.25
UT,Kane,4.4,-1.31
UT,Millard,5.6,-0.33
UT,Morgan,7.1,0.89
UT,Piute,4.4,-1.31
UT,Rich,5.5,-0.41
UT,Salt Lake,8.4,1.95
UT,San Juan,5.3,-0.58
UT,Sanpete,5.4,-0.5
UT,Sevier,5,-0.82
UT,Summit,6.8,0.65
UT,Tooele,6.8,0.65
UT,Uintah,6.5,0.4
UT,Utah,7.7,1.38
UT,Wasatch,6.2,0.16
UT,Washington,5,-0.82
UT,Wayne,4.7,-1.07
UT,Weber,8,1.63
VT,Addison,6.9,0.15
VT,Bennington,7.7,0.97
VT,Caledonia,5.9,-0.87
VT,Chittenden,6.5,-0.26
VT,Essex,5.8,-0.97
VT,Franklin,6.4,-0.36
VT,Grand Isle,6.5,-0.26
VT,Lamoille,5.4,-1.38
VT,Orange,6.6,-0.15
VT,Orleans,6,-0.77
VT,Rutland,8.6,1.89
VT,Washington,6.1,-0.66
VT,Windham,8.2,1.48
VT,Windsor,7.9,1.17
VA,Accomack,8.7,-0.59
VA,Albemarle,8.5,-1.06
VA,Alexandria City,9.7,1.75
VA,Alleghany,8.7,-0.59
VA,Amelia,8.9,-0.12
VA,Amherst,9.1,0.35
VA,Appomattox,9,0.11
VA,Arlington,9.7,1.75
VA,Augusta,8.9,-0.12
VA,Bath,8,-2.23
VA,Bedford,9.2,0.58
VA,Bland,8.6,-0.82
VA,Botetourt,9,0.11
VA,Bristol City,9.4,1.05
VA,Brunswick,9.3,0.82
VA,Buchanan,9.5,1.28
VA,Buckingham,8.8,-0.35
VA,Buena Vista City,8.4,-1.29
VA,Campbell,9.5,1.28
VA,Caroline,8.9,-0.12
VA,Carroll,9,0.11
VA,Charles City,8.7,-0.59
VA,Charlotte,9.3,0.82
VA,Charlottesville City,8.7,-0.59
VA,Chesapeake City,9,0.11
VA,Chesterfield,9.3,0.82
VA,Clarke,9,0.11
VA,Colonial Heights City,9.2,0.58
VA,Covington City,8.5,-1.06
VA,Craig,8.4,-1.29
VA,Culpeper,8.8,-0.35
VA,Cumberland,8.7,-0.59
VA,Danville City,10,2.46
VA,Dickenson,9.4,1.05
VA,Dinwiddie,9.3,0.82
VA,Emporia City,9.2,0.58
VA,Essex,8.5,-1.06
VA,Fairfax,8.3,-1.52
VA,Fairfax City,9.5,1.28
VA,Falls Church City,9.7,1.75
VA,Fauquier,9.1,0.35
VA,Floyd,8.7,-0.59
VA,Fluvanna,8.7,-0.59
VA,Franklin,9.4,1.05
VA,Franklin City,8.8,-0.35
VA,Frederick,9.1,0.35
VA,Fredericksburg City,8.8,-0.35
VA,Galax City,8.6,-0.82
VA,Giles,8.8,-0.35
VA,Gloucester,8.7,-0.59
VA,Goochland,9,0.11
VA,Grayson,8.7,-0.59
VA,Greene,8.5,-1.06
VA,Greensville,9.3,0.82
VA,Halifax,9.9,2.22
VA,Hampton City,8.7,-0.59
VA,Hanover,9.2,0.58
VA,Harrisonburg City,8.8,-0.35
VA,Henrico,8.5,-1.06
VA,Henry,9.7,1.75
VA,Highland,7.7,-2.93
VA,Hopewell City,9.2,0.58
VA,Isle of Wight,9,0.11
VA,James City,8.8,-0.35
VA,King and Queen,8.6,-0.82
VA,King George,8.8,-0.35
VA,King William,8.8,-0.35
VA,Lancaster,8.5,-1.06
VA,Lee,9.8,1.99
VA,Lexington City,8.4,-1.29
VA,Loudoun,9.6,1.52
VA,Louisa,8.8,-0.35
VA,Lunenburg,9.2,0.58
VA,Lynchburg City,9.1,0.35
VA,Madison,8.4,-1.29
VA,Manassas City,9.2,0.58
VA,Manassas Park City,9.2,0.58
VA,Martinsville City,9.5,1.28
VA,Mathews,8.4,-1.29
VA,Mecklenburg,9.7,1.75
VA,Middlesex,8.6,-0.82
VA,Montgomery,9,0.11
VA,Nelson,8.5,-1.06
VA,New Kent,8.8,-0.35
VA,Newport News City,9,0.11
VA,Norfolk City,8.8,-0.35
VA,Northampton,8.4,-1.29
VA,Northumberland,8.6,-0.82
VA,Norton City,9.1,0.35
VA,Nottoway,9,0.11
VA,Orange,8.8,-0.35
VA,Page,8.4,-1.29
VA,Patrick,9.1,0.35
VA,Petersburg City,9.2,0.58
VA,Pittsylvania,10.1,2.69
VA,Poquoson City,8.7,-0.59
VA,Portsmouth City,9,0.11
VA,Powhatan,9,0.11
VA,Prince Edward,9,0.11
VA,Prince George,9.2,0.58
VA,Prince William,9.5,1.28
VA,Pulaski,9,0.11
VA,Radford City,8.9,-0.12
VA,Rappahannock,8.3,-1.52
VA,Richmond,8.4,-1.29
VA,Richmond City,9.3,0.82
VA,Roanoke,8.1,-1.99
VA,Roanoke City,9,0.11
VA,Rockbridge,8.6,-0.82
VA,Rockingham,8.9,-0.12
VA,Russell,9.4,1.05
VA,Salem City,8.8,-0.35
VA,Scott,10.1,2.69
VA,Shenandoah,8.8,-0.35
VA,Smyth,8.8,-0.35
VA,Southampton,9.1,0.35
VA,Spotsylvania,9,0.11
VA,Stafford,9.1,0.35
VA,Staunton City,8.6,-0.82
VA,Suffolk City,9.1,0.35
VA,Surry,8.6,-0.82
VA,Sussex,9.1,0.35
VA,Tazewell,9,0.11
VA,Virginia Beach City,8.2,-1.76
VA,Warren,8.7,-0.59
VA,Washington,9.5,1.28
VA,Waynesboro City,8.6,-0.82
VA,Westmoreland,8.7,-0.59
VA,Williamsburg City,8.7,-0.59
VA,Winchester City,9,0.11
VA,Wise,9.6,1.52
VA,Wythe,8.8,-0.35
VA,York,8.9,-0.12
WA,Adams,9.3,1.23
WA,Asotin,8.6,0.71
WA,Benton,9.2,1.16
WA,Chelan,6.9,-0.57
WA,Clallam,5.8,-1.39
WA,Clark,8.3,0.48
WA,Columbia,7.1,-0.42
WA,Cowlitz,6.9,-0.57
WA,Douglas,7.5,-0.12
WA,Ferry,6.5,-0.87
WA,Franklin,9.4,1.31
WA,Garfield,7.5,-0.12
WA,Grant,9.2,1.16
WA,Grays Harbor,6.1,-1.17
WA,Island,7.4,-0.19
WA,Jefferson,6.1,-1.17
WA,King,7.5,-0.12
WA,Kitsap,7,-0.49
WA,Kittitas,6.7,-0.72
WA,Klickitat,6.4,-0.94
WA,Lewis,6.8,-0.64
WA,Lincoln,8.8,0.86
WA,Mason,5.9,-1.32
WA,Okanogan,7.1,-0.42
WA,Pacific,6.2,-1.09
WA,Pend Oreille,9,1.01
WA,Pierce,7.1,-0.42
WA,San Juan,7.3,-0.27
WA,Skagit,7.5,-0.12
WA,Skamania,6.2,-1.09
WA,Snohomish,8.1,0.33
WA,Spokane,11.7,3.03
WA,Stevens,9,1.01
WA,Thurston,7.2,-0.34
WA,Wahkiakum,5.9,-1.32
WA,Walla Walla,8.5,0.63
WA,Whatcom,9.5,1.38
WA,Whitman,9.6,1.46
WA,Yakima,7.9,0.18
WV,Barbour,8.8,-0.88
WV,Berkeley,9.7,0.2
WV,Boone,9.9,0.44
WV,Braxton,9.1,-0.52
WV,Brooke,11.3,2.12
WV,Cabell,10.4,1.04
WV,Calhoun,9.7,0.2
WV,Clay,9.3,-0.28
WV,Doddridge,9.9,0.44
WV,Fayette,9.4,-0.16
WV,Gilmer,9.5,-0.04
WV,Grant,8.1,-1.72
WV,Greenbrier,8.7,-1
WV,Hampshire,8.6,-1.12
WV,Hancock,10.9,1.64
WV,Hardy,8.2,-1.6
WV,Harrison,9.6,0.08
WV,Jackson,10.3,0.92
WV,Jefferson,9.6,0.08
WV,Kanawha,10.4,1.04
WV,Lewis,9.4,-0.16
WV,Lincoln,10.1,0.68
WV,Logan,9.8,0.32
WV,Marion,10,0.56
WV,Marshall,10.9,1.64
WV,Mason,10.5,1.16
WV,McDowell,9.3,-0.28
WV,Mercer,8.9,-0.76
WV,Mineral,8.7,-1
WV,Mingo,9.8,0.32
WV,Monongalia,9.7,0.2
WV,Monroe,8.7,-1
WV,Morgan,9.2,-0.4
WV,Nicholas,9.1,-0.52
WV,Ohio,10.9,1.64
WV,Pendleton,7.9,-1.96
WV,Pleasants,10.3,0.92
WV,Pocahontas,8.1,-1.72
WV,Preston,9.1,-0.52
WV,Putnam,10.3,0.92
WV,Raleigh,9.2,-0.4
WV,Randolph,8.3,-1.48
WV,Ritchie,10.1,0.68
WV,Roane,9.8,0.32
WV,Summers,8.7,-1
WV,Taylor,9.4,-0.16
WV,Tucker,8.2,-1.6
WV,Tyler,10.4,1.04
WV,Upshur,8.9,-0.76
WV,Wayne,10.5,1.16
WV,Webster,8.4,-1.36
WV,Wetzel,10.5,1.16
WV,Wirt,9.9,0.44
WV,Wood,10.6,1.28
WV,Wyoming,9.3,-0.28
WI,Adams,8.8,0.15
WI,Ashland,6.3,-1.66
WI,Barron,7.2,-1.01
WI,Bayfield,6.2,-1.73
WI,Brown,9.1,0.37
WI,Buffalo,8.2,-0.29
WI,Burnett,6.7,-1.37
WI,Calumet,9.7,0.8
WI,Chippewa,7.9,-0.5
WI,Clark,7.9,-0.5
WI,Columbia,9.7,0.8
WI,Crawford,9,0.29
WI,Dane,9.4,0.58
WI,Dodge,9.7,0.8
WI,Door,8.3,-0.21
WI,Douglas,6.9,-1.23
WI,Dunn,7.8,-0.57
WI,Eau Claire,8,-0.43
WI,Florence,6.6,-1.44
WI,Fond du Lac,9.8,0.87
WI,Forest,6.8,-1.3
WI,Grant,9.5,0.66
WI,Green,10.2,1.16
WI,Green Lake,9.2,0.44
WI,Iowa,9.3,0.51
WI,Iron,6.3,-1.66
WI,Jackson,8.2,-0.29
WI,Jefferson,10.6,1.45
WI,Juneau,8.7,0.08
WI,Kenosha,11.2,1.88
WI,Kewaunee,8.8,0.15
WI,La Crosse,8.5,-0.07
WI,Lafayette,9.9,0.94
WI,Langlade,7.5,-0.79
WI,Lincoln,7.4,-0.86
WI,Manitowoc,9.5,0.66
WI,Marathon,8.2,-0.29
WI,Marinette,8.1,-0.36
WI,Marquette,9,0.29
WI,Menominee,8,-0.43
WI,Milwaukee,11.5,2.1
WI,Monroe,8.5,-0.07
WI,Oconto,8.6,0
WI,Oneida,7,-1.15
WI,Outagamie,8.7,0.08
WI,Ozaukee,10.5,1.38
WI,Pepin,7.9,-0.5
WI,Pierce,8.1,-0.36
WI,Polk,7.4,-0.86
WI,Portage,8.6,0
WI,Price,6.8,-1.3
WI,Racine,11.7,2.25
WI,Richland,8.8,0.15
WI,Rock,10.9,1.67
WI,Rusk,7,-1.15
WI,Sauk,9,0.29
WI,Sawyer,6.6,-1.44
WI,Shawano,8.6,0
WI,Sheboygan,9.8,0.87
WI,St. Croix,8.1,-0.36
WI,Taylor,7.3,-0.94
WI,Trempealeau,8.4,-0.14
WI,Vernon,8.7,0.08
WI,Vilas,6.5,-1.52
WI,Walworth,11.2,1.88
WI,Washburn,6.5,-1.52
WI,Washington,10.7,1.52
WI,Waukesha,11.3,1.96
WI,Waupaca,8.8,0.15
WI,Waushara,8.9,0.22
WI,Winnebago,9.8,0.87
WI,Wood,8.5,-0.07
WY,Albany,3.7,3.7
WY,Big Horn,5.4,5.4
WY,Campbell,5.8,5.8
WY,Carbon,3,3
WY,Converse,3.4,3.4
WY,Crook,4.9,4.9
WY,Fremont,5.4,5.4
WY,Goshen,4.5,4.5
WY,Hot Springs,4.2,4.2
WY,Johnson,4.2,4.2
WY,Laramie,4.6,4.6
WY,Lincoln,5.7,5.7
WY,Natrona,3.9,3.9
WY,Niobrara,3.3,3.3
WY,Park,5.3,5.3
WY,Platte,3.6,3.6
WY,Sheridan,5.7,5.7
WY,Sublette,5.1,5.1
WY,Sweetwater,5.1,5.1
WY,Teton,4.9,4.9
WY,Uinta,5.9,5.9
WY,Washakie,4.8,4.8
WY,Weston,4.1,4.1
