"","Count","Lat","Lon"
"arizona,navajo",1,35.1819775,-110.3549451
"texas,llano",2,30.6663312,-98.6970374
"south dakota,lincoln",2,43.2724187,-96.7387762
"maryland,howard",5,39.31842095,-76.6156494489726
"michigan,ingham",3,42.5860505,-84.3800841
"michigan,gogebic",1,46.403433,-89.6626791
"georgia,henry",1,33.4519942,-84.1367771
"north carolina,orange",8,33.6157083,-81.1020414
"colorado,jefferson",5,39.5699803,-105.2561919
"michigan,livingston",1,42.5924563,-83.9147925
"wisconsin,monroe",1,42.6136586,-89.5852052208876
"new mexico,socorro",5,34.0572858,-106.8930799
"vermont,grand isle",2,44.7225436,-73.2923538
"north carolina,chatham",5,36.41649465,-80.968018802738
"georgia,coweta",1,33.3500656,-84.7545734
"kentucky,warren",2,36.7534188,-83.8440895
"indiana,de kalb",1,41.5280047,-85.814309
"indiana,allen",5,41.11542505,-85.1242023857866
"minnesota,fillmore",2,43.6466588,-92.0636359
"pennsylvania,northampton",4,40.20943295,-75.0020315130097
"idaho,cassia",1,42.2219306,-113.5777087
"connecticut,windham",2,41.6993535,-72.1578243
"wisconsin,burnett",1,45.8652437,-92.2673161
"minnesota,scott",6,44.6506998,-93.5025726
"pennsylvania,jefferson",2,39.817332,-76.8417166
"ohio,muskingum",2,39.526031,-81.5055575
"colorado,eagle",3,39.6161124,-106.7172844
"vermont,lamoille",1,44.6090486,-72.6714363
"west virginia,kanawha",3,38.3418349,-81.6126382461538
"west virginia,wyoming",1,37.5823343,-81.6017745
"west virginia,boone",1,36.8423707,-76.4335573
"idaho,twin falls",1,42.5704456,-114.4602554
"pennsylvania,clarion",1,41.2148975,-79.3857047
"michigan,sanilac",2,43.4150687,-82.8234745
"missouri,linn",1,39.8652349,-93.1104004
"iowa,madison",1,41.3133406,-94.0167968
"georgia,paulding",1,33.8908526,-84.8569161
"georgia,chatham",1,31.9668887,-81.0626008
"new york,albany",1,42.6511674,-73.754968
"north carolina,caldwell",1,35.4537485,-80.8428508
"colorado,larimer",6,40.6810174,-105.4726907
"alabama,madison",4,34.7736807,-86.5675095
"oklahoma,carter",2,35.2189409,-99.5056465
"nevada,lincoln",1,37.5449476,-114.8764448
"oregon,jefferson",2,44.7224335,-123.0073897
"texas,edwards",6,29.9116617,-100.3457636
"california,sierra",3,39.5849065,-120.5305731
"pennsylvania,northumberland",1,40.8951025,-76.8053934
"utah,uintah",1,40.1943199,-109.5770955
"indiana,franklin",1,39.4806056,-86.0549863
"texas,wood",1,32.7577475,-95.3812941
"california,calaveras",5,38.2558181,-120.4981492
"north carolina,franklin",2,35.1823171,-83.3815429
"washington,wahkiakum",1,46.2794223,-123.3452562
"idaho,custer",1,44.2339362,-114.2286662
"louisiana,cameron",1,29.7977212,-93.3251536
"south carolina,lexington",2,35.8240265,-80.2533838
"new york,wyoming",1,42.7039813,-78.2415228
"iowa,pottawattamie",1,41.3115686,-95.5331269
"colorado,lake",1,39.2056525,-106.342801
"rhode island,providence",1,41.8239891,-71.4128343
"minnesota,blue earth",2,44.0109722,-94.0560643
"south dakota,fall river",2,43.2264954,-103.5791473
"georgia,cherokee",2,32.8581945,-83.7696277
"maine,aroostook",1,46.8200431,-67.9230792
"new mexico,cibola",1,34.8722771,-107.9398474
"oklahoma,mayes",1,35.431869,-96.654465
"colorado,weld",1,40.5632344,-104.4835287
"florida,broward",3,26.1598074,-80.4623642
"minnesota,wabasha",1,44.2767596,-92.2018164
"california,alpine",1,38.5893934,-119.8345013
"illinois,williamson",2,37.7376325,-88.9294452013404
"illinois,jackson",3,37.7668943,-89.3563845
"utah,san juan",1,37.5859438,-109.7852018
"nebraska,pierce",1,42.2591262,-97.6036812
"utah,weber",2,41.2728039,-111.8860648
"texas,houston",1,29.7589382,-95.3676974
"washington,chelan",2,47.8409698,-120.0164591
"vermont,essex",1,44.5230418,-73.0622703227799
"idaho,boise",1,43.6166163,-116.200886
"wisconsin,columbia",1,44.5163511,-90.7198643
"ohio,portage",4,41.3267189,-83.6507668
"massachusetts,franklin",2,42.0834313,-71.396725
"south dakota,custer",2,43.6726477,-103.5101597
"south dakota,davison",1,43.6660467,-98.1383168
"ohio,seneca",1,39.9629392,-82.990653188498
"texas,colorado",3,29.6099609,-96.5478826
"indiana,la porte",1,41.6105983,-86.7225227
"texas,randall",2,34.9444713,-101.8850309
"maine,kennebec",3,44.6684111,-67.46388
"arkansas,lonoke",2,34.7414404,-91.862792
"pennsylvania,erie",1,42.1294712,-80.0852695
"california,madera",2,36.9418115,-120.171438178571
"texas,grayson",1,33.5636114,-96.6702111
"texas,blanco",4,30.2419274,-98.4004594
"alabama,houston",2,31.1355603,-85.2654592
"idaho,kootenai",1,47.654857,-116.7162916
"colorado,conejos",2,37.1851939,-106.1655431
"texas,fayette",1,29.8381635,-96.9559692
"washington,okanogan",1,48.5158513,-119.6527477
"pennsylvania,mifflin",1,40.5695217,-77.4027674
"texas,guadalupe",3,29.6480061,-97.8279576
"tennessee,williamson",2,35.8772991,-86.8978708
"virginia,greene",1,38.2954503,-78.4704823
"oregon,clatsop",2,42.47662,-121.39366
"california,sacramento",3,38.5810606,-121.4938951
"nevada,nye",2,38.3544843,-116.4069616
"ohio,greene",1,41.462,-80.7464707
"colorado,broomfield",1,39.9203827,-105.0691464
"north carolina,watauga",2,36.2228105,-81.6863808
"oregon,baker",1,44.7259637,-117.6204818
"new mexico,mora",1,35.972232,-104.9132218
"south carolina,charleston",6,32.7876012,-79.9402728
"louisiana,union",1,30.0871441,-90.9048191
"pennsylvania,clearfield",1,41.0272796,-78.4391876
"ohio,knox",1,40.4575613,-82.5293316
"washington,pacific",2,47.2640129,-122.2485492
"new york,broome",2,42.1455623,-75.8404114
"florida,duval",2,30.3540073,-81.6632109
"rhode island,washington",2,41.6884336,-71.5667291
"west virginia,brooke",3,38.387179,-77.3817811
"west virginia,berkeley",1,39.5031537,-77.9272196
"north carolina,columbus",1,35.2531698,-82.1970584
"west virginia,ohio",5,40.0642004,-80.72177295
"texas,galveston",2,29.3872254,-94.992736
"pennsylvania,york",2,39.962398,-76.727392
"colorado,delta",1,38.8368777,-107.8568294
"wyoming,crook",2,44.5746536,-104.5816096
"illinois,kankakee",1,41.1253903,-87.848682
"california,solano",3,38.2218938,-121.9163555
"pennsylvania,dauphin",1,40.3678069,-76.9333394
"washington,kitsap",2,47.594502,-122.6474421
"michigan,jackson",1,42.2416466,-84.425589
"tennessee,shelby",3,31.9565572,-94.3182551
"minnesota,aitkin",1,46.5714822,-93.3847595
"nebraska,knox",1,42.6206698,-97.8901445
"oregon,polk",1,44.879673,-123.4599594
"pennsylvania,armstrong",3,41.0942279,-80.0517246
"pennsylvania,huntingdon",1,40.4847959,-78.0102813
"nebraska,adams",1,40.5125798,-98.5148588
"kentucky,kenton",1,38.8683985,-84.4560507
"illinois,macoupin",1,39.2420653,-89.925212
"nebraska,sioux",1,42.5055628,-103.7745337
"iowa,jefferson",1,41.0131342,-91.9718642
"ohio,gallia",1,38.8309103,-82.5176592
"california,lassen",2,40.7685579,-120.730998
"new york,madison",1,42.8978935,-75.5121672305632
"north carolina,transylvania",1,35.1982216,-82.7724889
"georgia,muscogee",1,32.4515322,-84.9515977
"colorado,gilpin",1,39.8586654,-105.5025219
"alabama,tallapoosa",1,32.8595687,-85.8023774
"indiana,greene",1,40.4083777,-85.0999694
"colorado,boulder",4,40.0149856,-105.2705456
"ohio,coshocton",1,40.2720151,-81.8595757
"new hampshire,coos",3,44.698627,-71.3768039
"north carolina,swain",1,35.8361447,-79.0555251
"arkansas,faulkner",1,35.1470851,-92.3219053
"michigan,genesee",2,43.0220032,-83.7274305
"south carolina,beaufort",2,32.4315813,-80.6698286
"kansas,sedgwick",4,37.6448148,-97.4641388
"oklahoma,jackson",1,34.3724725,-96.1258376
"new hampshire,merrimack",1,42.8650864,-71.4934004
"pennsylvania,berks",2,39.9785347,-75.1335538
"florida,brevard",8,28.2100203,-80.7997185
"minnesota,otter tail",1,46.4184196,-95.713142
"pennsylvania,juniata",2,40.0084455,-75.1087862
"california,orange",5,33.7500378,-117.8704931
"colorado,san juan",1,37.7633081,-107.6495508
"tennessee,carter",2,36.412891,-82.0804034
"virginia,page",1,38.0528865,-81.2698303
"texas,terrell",2,30.1990738,-102.0974881
"massachusetts,plymouth",2,41.9583799,-70.6673851
"minnesota,kanabec",1,45.8986948,-93.2850016
"texas,gregg",2,32.4492408,-94.8532848
"kentucky,fayette",1,36.658382,-87.6583488
"new york,orange",3,41.3873306,-74.2507287
"alabama,de kalb",3,34.4889759,-85.8402491
"alabama,barbour",4,31.8589311,-85.4032078
"alabama,bullock",1,32.09929,-85.7091657
"north carolina,pasquotank",1,36.2673789,-76.3385487
"montana,dawson",1,47.2416708,-104.9259088
"texas,anderson",1,31.7819242,-95.6258199
"georgia,union",1,33.4151169,-83.982966
"alabama,cherokee",2,34.1142554,-85.6004514
"georgia,barrow",1,33.9848611,-83.6996482
"indiana,monroe",3,40.7450468,-84.9369111
"idaho,bonneville",1,43.3993844,-111.4752257
"utah,grand",1,38.9634637,-109.6619899
"mississippi,lamar",1,34.9173149,-89.3178505
"mississippi,perry",1,30.7207466,-89.1414364
"mississippi,jasper",2,32.0216075,-89.1132111
"indiana,fountain",2,40.2222596,-87.3352894
"tennessee,knox",1,35.9516352,-83.930881879626
"virginia,henrico",3,37.4957023,-77.335257
"nebraska,cass",2,40.9017313,-96.1922102
"missouri,st clair",1,38.0592942,-93.7945456
"west virginia,pocahontas",1,37.3037982,-81.3394611
"indiana,knox",1,41.2958751,-86.6250139
"new jersey,monmouth",3,40.2932319,-74.1671114
"ohio,darke",1,40.168765,-84.631372
"florida,wakulla",2,30.1480038,-84.3543512
"north carolina,warren",1,36.195746,-81.374976
"tennessee,davidson",4,36.5681234,-85.0224493
"maryland,charles",3,38.371881,-75.589176
"oregon,josephine",1,42.3554368,-123.5602707
"oregon,tillamook",2,45.455921,-123.844429
"louisiana,calcasieu",1,31.0896313,-92.7115348
"iowa,black hawk",1,42.4607526,-92.3030235
"louisiana,tangipahoa",1,30.8760151,-90.5120391
"michigan,calhoun",1,42.2461339,-85.0229223
"vermont,caledonia",1,44.46383305,-72.1083608591196
"georgia,troup",1,33.0237625,-85.0254022
"texas,cooke",1,33.582486,-97.2055298
"alabama,hale",1,32.7412417,-87.6561668
"texas,midland",2,31.83688,-102.0103767
"iowa,jackson",1,42.1420382,-90.5480067
"missouri,st francois",1,37.7763775,-90.5089041
"utah,summit",1,40.8320852,-111.1233396
"nebraska,cherry",1,42.5560174,-101.1503042
"minnesota,pine",1,46.0820957,-92.7542126
"west virginia,summers",1,39.1575853,-80.828716
"utah,tooele",1,40.4062872,-113.1966394
"idaho,power",2,42.6769078,-112.8869775
"texas,rusk",1,32.051377,-94.7906553
"arkansas,conway",2,35.2521996,-92.6888936
"virginia,nelson",2,38.0689928,-81.6226167
"wisconsin,juneau",2,43.4055504,-88.7051037
"tennessee,weakley",1,35.2645241,-87.1886241
"new mexico,lincoln",3,33.7525727,-105.4158806
"montana,lake",2,47.7142864,-114.1204325
"georgia,jenkins",1,32.7793141,-81.9613566
"california,plumas",2,39.9430988,-120.8059521
"maine,oxford",1,44.131957,-70.493774
"virginia,powhatan",1,37.5420237,-77.9190619
"minnesota,crow wing",1,46.4665237,-94.1017044
"south carolina,greenville",2,34.851354,-82.3984882
"iowa,sioux",1,43.0574079,-96.1602368
"maine,waldo",1,44.5125736,-69.0761484
"north carolina,cumberland",1,34.9870157,-78.8795081
"georgia,warren",1,34.3862011,-85.0480021
"new hampshire,hillsborough",1,43.1470788,-71.9457434821838
"arkansas,perry",1,34.9616474,-92.8757514
"ohio,richland",1,39.2866342,-84.2725556670861
"georgia,schley",1,32.2478949,-84.3175516
"oklahoma,delaware",2,36.7786985,-95.6394227
"north carolina,clay",1,36.2426458,-78.5877789
"indiana,jefferson",1,40.2794807,-86.5900034
"michigan,monroe",2,41.9153358,-83.5135665
"wisconsin,sheboygan",1,43.7508284,-87.71453
"arizona,mohave",5,35.7218038,-113.8271174
"illinois,lee",1,41.7459056,-89.2888533
"idaho,oneida",1,42.1628627,-112.5703083
"pennsylvania,lehigh",1,41.7154814,-75.5518083346047
"north carolina,rutherford",1,34.87386515,-82.3970941087894
"michigan,charlevoix",1,45.202075,-84.9676387
"tennessee,cannon",2,35.8044159,-86.0512075
"oregon,lake",6,43.9792797,-120.737257
"kentucky,edmonson",4,37.1999181,-86.2206738
"virginia,spotsylvania",2,38.200965,-77.589154
"tennessee,van buren",2,35.1314754,-89.0753417
"florida,gadsden",1,30.5937346,-84.6389937
"arkansas,craighead",1,35.8348413,-90.6441144
"missouri,clay",1,39.3187409,-94.4046405
"north carolina,union",1,34.7151939,-81.6237462
"colorado,grand",1,40.0990074,-106.1366966
"montana,sanders",1,47.6801812,-115.1769538
"delaware,kent",1,39.2475954,-75.301059970514
"new mexico,san miguel",1,35.470043,-104.7946178
"michigan,st joseph",1,41.9031963,-85.5356726
"wisconsin,walworth",1,42.6711513,-88.5467715
"michigan,midland",1,43.634525,-84.3840821
"west virginia,greenbrier",10,37.78575775,-80.3080498566179
"west virginia,monroe",1,40.0642004,-80.72177295
"north carolina,richmond",1,33.0754486,-79.8786918
"georgia,bartow",1,32.8787666,-82.4737399
"indiana,gibson",1,41.6053135,-87.4614297
"maine,hancock",1,44.529311,-68.253937
"ohio,mahoning",1,41.2589449,-81.0487057
"virginia,york",1,38.905913,-82.1254221
"indiana,marion",2,40.5583739,-85.6591442
"ohio,champaign",1,40.1726987,-83.7701999
"california,merced",1,37.1641544,-120.7678602
"mississippi,lauderdale",1,32.5206941,-88.5117048
"ohio,fulton",1,40.4625607,-82.8287896
"new york,livingston",2,42.7360902,-77.7781416
"north dakota,burleigh",2,46.9498874,-100.5127667
"north carolina,gates",1,36.5034867,-76.7691236
"alabama,jackson",8,34.7692447,-85.9867941
"michigan,ottawa",1,42.9547143,-85.9827867
"kentucky,harlan",1,36.8431441,-83.321848
"florida,st johns",1,29.9032284,-81.4145468
"virginia,amelia",1,38.2892702,-81.2959465
"kentucky,breckinridge",1,38.4414625,-84.378549
"wyoming,carbon",1,41.7423474,-106.8625645
"new jersey,salem",1,39.5717796,-75.4671423
"virginia,amherst",1,37.5851412,-79.0514134
"virginia,floyd",1,36.9112443,-80.3200502
"minnesota,stearns",1,45.535326,-94.6139422
"north carolina,iredell",3,33.9332275,-78.5911234
"arkansas,crawford",2,35.5803044,-94.2684622
"new jersey,sussex",1,41.2098177,-74.6076614
"new jersey,warren",1,40.8602222,-74.9720493
"georgia,lowndes",1,30.8849234,-83.2718189
"virginia,russell",1,36.685706,-76.5877289
"new jersey,passaic",1,40.8567663,-74.1284764
"alabama,morgan",1,34.4296848,-86.8529584
"tennessee,robertson",1,35.2656375,-88.7186641
"minnesota,carlton",1,46.5799933,-92.7206334
"maine,sagadahoc",1,43.9900158,-69.8654643
"oklahoma,adair",1,36.4367575,-95.2713584
"idaho,ada",1,43.4136539,-116.2367421
"texas,webb",1,27.6983621,-99.2523577
"north carolina,guilford",1,36.0768027,-79.8980907
"georgia,clarke",4,33.9597677,-83.376398
"georgia,madison",1,33.5956814,-83.467944
"west virginia,grant",1,36.6623426,-81.403995
"oklahoma,craig",1,34.8403759,-95.6274837
"colorado,adams",2,39.8714085,-104.2701374
"tennessee,marion",3,36.5403579,-83.927144
"georgia,pickens",1,34.4630619,-84.4682402
"indiana,washington",1,38.6592152,-87.172789
"minnesota,mcleod",1,44.8169135,-94.2495251
"tennessee,giles",1,35.2178285,-87.0296239
"oklahoma,payne",1,34.9061837,-97.5300307
"wisconsin,chippewa",1,45.0740585,-91.2947258
"california,amador",1,38.449089,-120.5911018
"colorado,huerfano",1,37.7013983,-105.0218531
"california,butte",1,39.6519275,-121.5858444
"nebraska,dodge",1,41.58577,-96.6789773
"north carolina,davidson",1,35.4992614,-80.8485218
"north carolina,jackson",2,36.3896747,-77.4214855
"texas,ellis",1,32.3347829,-96.7920233
"kentucky,barren",1,36.9584649,-85.925817
"indiana,jennings",1,38.9957749,-85.6359201
"new mexico,sierra",1,33.1165937,-107.2569421
"north carolina,bladen",2,34.3432096,-80.0806226
"texas,milam",1,30.7626867,-96.9981706
"kentucky,bullitt",2,37.9749498,-85.6742394
"south carolina,kershaw",2,34.5517286,-80.5832479
"north carolina,stanly",1,35.3235477,-80.2391366
"oregon,columbia",2,45.52966955,-122.824887403226
"minnesota,martin",1,43.6564337,-94.5498419
"utah,juab",1,39.6949628,-112.8342117
"florida,hernando",5,28.5710156,-82.4605068
"illinois,mclean",1,40.4631789,-88.8196613
"illinois,tazewell",1,40.5126429,-89.5442084
"south carolina,newberry",1,34.2753247,-81.6188633
"south carolina,darlington",1,34.2998762,-79.8761741
"texas,val verde",1,29.9153286,-101.1284631
"washington,klickitat",1,45.8151021,-121.1542694
"illinois,madison",1,38.811063,-89.9017112
"mississippi,carroll",6,33.4230182,-89.9110025
"arkansas,marion",1,36.2378521,-92.6999559
"ohio,highland",1,39.3445075,-83.5974203
"louisiana,livingston",1,30.5021345,-90.7478737
"kentucky,hart",1,37.2921203,-85.8845579
"alabama,st clair",1,33.7086407,-86.3364
"north carolina,mcdowell",1,35.799475,-79.088421
"kentucky,menifee",1,37.9357602,-83.6014187
"texas,erath",1,32.1954856,-98.2213499
"mississippi,grenada",5,33.7690049,-89.8084192
"texas,jackson",1,28.9224028,-96.55561
"texas,live oak",1,28.2678746,-98.101923
"pennsylvania,venango",1,41.7725563,-80.1131125
"alabama,winston",2,34.1328863,-87.361354
"alabama,choctaw",1,31.9908095,-88.2821326
"indiana,hendricks",1,39.6081023,-86.1483203
"missouri,adair",1,40.1769782,-92.6161167
"florida,sumter",3,28.6689748,-82.076402
"missouri,crawford",1,37.9920098,-91.3156445
"tennessee,anderson",1,36.5403808,-82.3212503
"tennessee,pickett",1,36.5559316,-84.7962610912826
"florida,pasco",2,28.2996183,-82.4522702
"kentucky,trigg",1,36.7949221,-87.8782433
"texas,mcculloch",1,31.1699604,-99.3885277
"alabama,shelby",1,33.2503347,-86.6639746
"kentucky,trimble",2,37.0120194,-84.7357763
"ohio,lawrence",2,38.645079,-82.6734967
"virginia,halifax",1,36.7659709,-78.9283441
"north carolina,currituck",1,36.4498773,-76.0154824
"new york,orleans",1,42.9186757,-77.1144182
"texas,harrison",1,32.5233959,-94.3982158
"alabama,limestone",7,34.8342463,-86.9901321
"arkansas,newton",1,35.918468,-93.2273047
"north carolina,mecklenburg",1,35.20295565,-80.8252392814545
"virginia,highland",1,39.3036894,-81.0517771
"florida,pinellas",1,27.8778904,-82.7329309
"virginia,warren",2,37.7659764,-78.557789
"louisiana,madison",1,30.842691,-90.141438
"texas,medina",2,29.2836281,-99.1126826
"kentucky,cumberland",1,36.9781475,-82.9884955
"florida,osceola",1,28.0443842,-81.1437541
"nevada,white pine",1,39.5298185,-114.8899563
"mississippi,pike",1,35.88248,-90.1673547
"alabama,walker",1,33.7804491,-87.2767248
"wisconsin,jefferson",1,43.0055594,-88.8073273
"virginia,virginia beach",1,36.8529841,-75.9774183
"tennessee,rutherford",1,36.1275674,-88.9858988
"texas,chambers",1,29.7191125,-94.5412295
"mississippi,greene",2,31.2049136,-88.6429687
"mississippi,george",1,32.8501303,-90.7017634
"ohio,holmes",1,40.5840117,-81.9304045
"mississippi,oktibbeha",1,33.4131096,-88.8937318
"mississippi,tishomingo",1,34.6367608,-88.2317103
