loc,lon,lat
CostaRica/INC-0233/2021,-84.1931678,10.0780962
CostaRica/INC-0209/2021,-83.6559011,10.5026883
USA/CA-CZB-13670/2020,-121.6846349,37.2333253
USA/NJ-NYULH257/2020,-74.0550731,40.7381635
CostaRica/INC-0108/2020,-3.0669209,37.8429817
CostaRica/INC-0122/2020,-40.873577,-3.7357783
CostaRica/INC-0183/2020,-83.64536287,9.3364185
CostaRica/INC-0227/2021,-92.63430424,17.32517825
CostaRica/INC-0216/2020,-85.28523204,10.515753
CostaRica/INC-0197/2020,-83.9872,9.9080401
CostaRica/INC-0226/2021,-122.9312633,38.4010855
CostaRica/INC-0219/2021,-54.1647255,-24.4504957
CostaRica/INC-0179/2020,-84.46749801,10.4624947
CostaRica/INC-0172/2020,-83.9204377,9.8642435
CostaRica/INC-0174/2020,1.363189,41.7253374
CostaRica/INC-0170/2020,-66.0648908,18.0020368
CostaRica/INC-0169/2020,125.5459031,11.4114053
CostaRica/INC-0193/2020,-98.4951405,29.4246002
CostaRica/INC-0201/2020,-84.46749801,10.4624947
CostaRica/INC-0173/2020,-85.55069627,11.0090665
CostaRica/INC-0177/2020,-84.0322962,9.9552442
CostaRica/INC-0178/2020,-84.0594842,9.9084178
CostaRica/INC-0186/2020,-82.5870844,8.6614265
CostaRica/INC-0192/2020,-84.0594842,9.9084178
CostaRica/INC-0196/2020,-84.0138034,9.9342017
CostaRica/INC-0180/2020,-83.9036025,9.8698026
CostaRica/INC-0222/2021,-84.2543221,9.9628161
CostaRica/INC-0229/2021,-119.2892483,36.5473778
CostaRica/INC-0166/2020,-84.0322962,9.9552442
CostaRica/INC-0198/2020,-117.9859131,49.0185038
CostaRica/INC-0207/2020,-40.873577,-3.7357783
CostaRica/INC-0231/2021,-84.4863993,10.0652058
CostaRica/INC-0211/2020,-83.9539378,10.3370076
CostaRica/INC-0215/2020,-9.3658524,5.7499721
CostaRica/INC-0199/2020,125.6741598,7.3745798
CostaRica/INC-0214/2021,-66.116666,18.465299
CostaRica/INC-0191/2020,-75.7214561,1.4167062
CostaRica/INC-0181/2020,-78.0764462,1.49613655
CostaRica/INC-0189/2020,-83.4584484,8.5337895
CostaRica/INC-0190/2020,-40.873577,-3.7357783
CostaRica/INC-0204/2020,-117.8086012,33.6811803
CostaRica/INC-0202/2020,-119.731562,34.465051
CostaRica/INC-0212/2021,-83.7913841,10.2152164
CostaRica/INC-0203/2020,-83.8457032,9.9974653
CostaRica/INC-0185/2020,-84.0252872,9.9939017
CostaRica/INC-0210/2021,-84.0096613,10.4541312
USA/DE-DHSS-FLW00599083/2020,-75.662956,39.6159851
CostaRica/INC-0234/2021,-84.1360509,9.9299595
USA/DE-DHSS-F1022209/2020,-77.2741121,36.9096897
USA/DE-DHSS-F986562/2020,-100.7846477,33.1665316
USA/NY-NYCPHL-001100/2020,-74.0357266,41.1519319
USA/AK-PHL6813/2021,-149.8578488,61.2222765
USA/NY-Wadsworth-21007535-01/2021,-73.8785937,40.8466508
USA/NY-NYCPHL-001172/2020,-74.0060152,40.7127281
USA/NJ-NYULH99/2021,-74.3177933,41.0461864
USA/NJ-NYULH211/2020,-74.0550731,40.7381635
USA/NY-NYCPHL-001120/2020,-74.0060152,40.7127281
USA/NY-NYCPHL-001408/2020,-74.0060152,40.7127281
USA/PR-F048/2021,-66.613958,18.011564
Canada/ON-S2420/2020,-79.3839347,43.6534817
USA/TX-DSHS-2348/2021,-96.38058015,30.65231335
USA/HI-H200053/2020,-155.5645619,19.6273325
USA/WI-WSLH-200501/2020,-88.04296237,42.72723705
USA/WI-WSLH-200466/2020,-88.04296237,42.72723705
USA/WI-GMF-37062/2020,-91.0902393,43.8890516
USA/WA-OHSU-2033/2020,-122.4940866,45.7669047
USA/CA-CDPH303/2020,-121.9059001,38.7184542
USA/IL-IDPH-BUR-S-0001392/2020,-89.5341179,41.4016294
USA/TX-HMH-MCoV-19708/2020,-95.3676974,29.7589382
USA/CA-CZB-23285/2021,-121.9175345,37.9034806
USA/OR-OHSU-5803/2020,-122.4006413,45.5093799
CostaRica/INC-0217/2021,-9.3658524,5.7499721
USA/PR-B2D3/2020,-66.613958,18.011564
USA/AZ-WL-CVG00128/2020,-111.6546163,32.1112624
USA/AZ-ASPHL-3326/2020,-114.4760316,32.665135
USA/NJ-MSHSPSP-PV15719/2020,-74.3045277,40.6652251
USA/IL-IDPH-I-000699/2020,-87.756525,41.8197385
USA/OR-OHSU-3283/2020,-122.4006413,45.5093799
USA/AK-PHL6680/2020,-149.8578488,61.2222765
USA/NY-NYCPHL-001362/2020,-74.0060152,40.7127281
USA/DE-DHSS-F981493/2020,-100.7846477,33.1665316
USA/IL-IDPH-I-000802/2021,-87.756525,41.8197385
USA/LA-EVTL1862/2020,-93.5959786,32.6676663
USA/LA-EVTL1899/2020,-93.5959786,32.6676663
USA/LA-EVTL1871/2020,-93.5959786,32.6676663
USA/LA-EVTL1859/2020,-93.5959786,32.6676663
USA/LA-EVTL1861/2020,-93.5959786,32.6676663
USA/LA-EVTL1925/2020,-93.5959786,32.6676663
USA/TX-HMH-MCoV-8479/2020,-95.3676974,29.7589382
USA/NJ-MSHSPSP-PV15139/2020,-74.0563254,40.9678345
USA/NY-NYCPHL-001313/2020,-74.0060152,40.7127281
Canada/ON-E62/2020,-75.690308,45.421106
USA/NJ-MSHSPSP-PV17505/2020,-74.0563254,40.9678345
USA/DE-DHSS-F986368/2020,-77.2741121,36.9096897
USA/TX-HMH-MCoV-12636/2020,-95.3676974,29.7589382
USA/OR-OHSU-PHL00032/2021,-122.7203248,44.8964425
Mexico/TAM-InDRE-94/2020,-97.5017951,25.8520977
Canada/ON-S2344/2021,-79.3839347,43.6534817
USA/DE-DHSS-FLW00757375/2021,-75.662956,39.6159851
Canada/ON-S2424/2021,-79.3839347,43.6534817
,-96.59851178,38.08135806
,-44.2163371,60.31693881
,-90.73428371,31.99939704
,-111.3423361,38.47925577
,-107.0531527,33.26974407
,-85.95419854,38.89917186
,-79.00067253,39.96064975
,-81.70293039,20.13818357
,-82.15268591,22.68359792
,-75.85201669,28.38488807
,-75.60784447,20.51446373
,-96.91508414,38.12939699
,-97.10279465,41.05195265
,-79.69951837,42.9487283
,-79.3839347,43.6534817
,-79.3839347,43.6534817
,-79.3839347,43.6534817
,-79.3839347,43.6534817
,-79.3839347,43.6534817
,-79.3839347,43.6534817
,-80.00905489,42.2405758
,-80.01476025,42.5385616
,-80.13880854,42.31409007
,-81.64898398,42.68041722
,-81.57585129,42.15070188
,-81.72334438,43.20987366
,-97.91123702,40.89530913
,-91.29182141,41.59045312
,-91.85327895,43.05489729
,-97.98024545,40.88597171
,-99.80218514,58.28980692
,-97.9720559,40.77490551
,-87.48203545,39.21153798
,-73.49690979,41.0745422
,-89.40712369,42.35470394
,-75.66221206,38.84246604
,-75.66196703,38.58393666
,-76.82721717,37.23273984
,-94.83746224,43.21573656
,-89.75864994,43.11677169
,-96.00277959,43.20673118
,-122.8575339,45.56614365
,-122.8575339,45.56614365
,-84.04482416,39.87658443
,-83.35046514,39.46153544
,-84.18443003,39.19504408
,-84.52663642,37.16172783
,-83.82588487,41.20521869
,-96.22672276,37.14178678
,-91.42251833,29.15546639
,-117.3988664,39.79195293
,-140.4028635,30.71508187
,-91.3961856,43.2961731
,-88.2181642,27.23455068
,-95.66501222,22.87248138
,-95.76247742,20.44077331
,-85.55069627,11.0090665
,-86.81030107,27.98235167
,-85.93717575,21.45279546
,-106.0479216,40.03483624
,-82.40779078,17.11158312
,-82.57270011,14.9606984
,-82.33769776,15.73044651
,-81.95842459,16.64126172
,-80.91618787,-2.594499028
,-79.91953747,-6.56415728
,-67.97854796,-20.55844284
,-72.41562157,-12.65227798
,-87.76710619,34.32474316
,-83.35118315,29.44874823
,-69.78413075,29.64159304
,-96.40775737,27.94780753
,-90.47617745,36.99194842
,-90.63623915,35.96022813
,-73.98296788,40.75117829
,-98.1033671,32.77195958
,-93.5959786,32.6676663
,-93.5959786,32.6676663
,-98.54897021,40.43401031
,-83.83496938,41.38164875
,-85.80931384,41.79453957
,-99.22222086,40.34455762
,-99.51630222,40.26603136
,-91.61497153,43.0249752
,-99.76444203,40.16648033
,-92.38603038,39.29955169
,-95.39742858,37.9822445
,-100.2868847,36.71674056
,-105.450798,39.53490108
,-100.4202771,40.22004578
,-94.32284763,40.17675174
,-90.59786353,43.52058603
,-100.763882,40.21295667
,-76.7707511,42.54904312
,-101.6429776,40.02567702
,-91.00214092,39.96582819
,-108.0847581,52.01085876
,-126.6207563,54.47431627
,-85.8664157,34.5532808
,-85.65947919,36.89466102
,-86.65377667,37.44888678
,-88.06904918,36.36357427
,-85.68128508,38.16732364
,-90.52264223,37.13043958
,-104.0875729,39.9015019
,-95.28778878,36.08545439
,-95.77288692,35.58673112
,-61.78665923,2.760196068
,-103.8030646,40.19086202
,-106.4213162,39.85699973
,-114.6422864,37.08621796
,-111.0970398,36.85354775
,-102.0122084,41.03021862
,-110.8268492,40.98235228
,-97.59305392,40.80061854
,-90.33687357,38.15743986
,-96.99121784,38.22962732
,-107.8646472,41.22955322
,-112.5938904,41.7444629
,-106.6545285,38.46591666
,-115.2560641,33.67047416
,-116.9646629,32.5010188
,-122.2243387,38.14319907
,-75.15672195,40.44209856
,-116.3250155,43.5017164
,-118.5766798,42.93694626
,-129.4939141,48.52784813
,-116.2174596,41.42310864
,-117.2572775,53.98496511
,-115.7897758,34.19022529
,-116.605106,34.96762894
,-115.2560641,33.67047416
,-116.9646629,32.5010188
,-100.5720641,40.03045673
,-100.5498579,40.67848075
,-98.65515945,41.37788975
,-103.8861328,59.44298117
,-97.86906965,37.16127579
,-99.478448,36.42379349
,-115.7214864,32.58920879
,-93.69244324,36.02507112
,-91.72706959,42.26419472
,-95.3676974,29.7589382
,-100.3439438,42.57524345
,-110.9608331,46.12994718
,-124.3518924,50.26353793
,-118.6536467,45.77806316
,-122.4472566,45.63815182
,-100.0354705,42.497567
,-100.1090711,42.57288193
,-115.6302782,45.06287983
,-122.552836,45.52850346
,-122.6289723,45.53798945
,-99.7334043,42.48304446
,-99.64485246,42.54553994
,-97.40138641,34.69458221
,-97.03649636,33.0986059
,-97.55400296,35.34415653
,-101.6975228,37.9756682
,-106.1459898,40.55345623
,-99.76321352,42.9122371
,-99.57400648,42.73771794
,-100.6678636,57.49772724
,-99.56390766,42.55290042
,-93.7446934,32.59850711
,-89.68332191,41.76902612
,-117.2563951,45.87299831
,-119.6360689,45.78142534
,-120.8924562,44.0242134
,-120.8165438,43.95515369
,-120.7806668,44.2045761
,-122.4006413,45.5093799
,-122.4006413,45.5093799
,-122.4006413,45.5093799
,-120.5048508,43.97414184
,-157.960511,21.468151
,-116.1850004,45.23477575
,-100.2178972,33.588178
,-100.2178972,33.588178
,-119.3019711,46.85843296
,-122.8061777,46.92489355
,-123.1027779,46.88505325
,-118.6251071,46.83323489
,-124.2299366,47.63358554
,-124.5223902,48.0520963
,-126.3539107,48.1128545
,-127.6293638,48.95842551
,-121.0029808,41.34793895
,-115.2673709,46.20776607
,-117.5222951,49.85428448
,-113.9358072,47.1147464
,-119.200642,49.53245181
,-127.6694727,49.928256
,-122.7051342,45.54742484
,-122.6289723,45.53798945
,-102.5465076,39.06721465
,-102.7583347,39.30492258
,-101.2390333,39.37684352
,-101.3670868,39.25576164
,-101.5975355,39.43826889
,-101.8019617,39.71331529
,-102.0201967,40.00414743
,-135.7954272,30.49292729
,-99.91626705,40.22573501
,-95.17972624,38.45273664
,-100.2410402,40.33711541
,-94.64121095,31.1461549
,-100.697152,40.98386166
,-102.5026719,35.83523917
,-106.5703649,38.76590499
,-100.466366,41.58829743
,-99.44479813,40.42231624
,-99.64741905,40.87789791
,-98.46274237,39.65365594
,-89.83406578,34.95783364
,-99.36691121,40.07747434
,-109.7432566,40.02377503
,-112.8357837,40.33908298
,-99.17271908,31.9222151
,-118.1074529,42.7471898
,-117.3096492,43.84525806
,-110.1047805,40.81445905
,-122.4055949,45.5649656
,-122.3615868,45.46396917
,-91.61418877,39.50924794
,-91.3786277,40.15929179
,-93.5959786,32.6676663
,-93.5959786,32.6676663
,-89.82067527,44.58159794
,-92.30009544,45.75125258
,-86.38206332,40.5396686
,-88.68454297,40.43335892
,-89.1370596,39.73307089
,-82.92548934,40.6131014
,-91.27492523,42.43176379
,-81.40604082,34.08724189
,-85.2654592,31.1355603
,-77.2741121,36.9096897
,-91.92568118,42.88962325
,-92.08304628,43.05158262
,-79.9760405,40.4597204
,-92.4678983,43.11021386
,-92.66949471,43.14036774
,-88.09052056,33.40625145
,-92.83736313,43.44611651
,-126.5039303,36.2963723
,-91.84029206,43.49279018
,-91.80017822,43.67512336
,-91.87285533,43.68496754
,-92.08326738,43.89469409
,-89.94951,40.46647622
,-91.8563139,43.2677179
,-92.20681038,44.08083556
,-97.74757858,36.49046095
,-91.9807903,44.35019632
,-107.0039967,39.94760114
,-91.3695424,44.47684728
,-94.07986049,43.59473917
,-91.20273725,44.52821243
,-90.56538001,36.61981921
,-91.70504111,37.40178413
,-92.93328556,35.88058186
,-100.7846477,33.1665316
,-87.4747811,36.47240367
,-86.68270264,35.79739706
,-86.52578498,36.27990421
,-91.37164621,46.32549055
,-120.0202211,57.64397907
,-127.0243679,59.07114747
,-141.0096411,59.3243792
,-149.6276888,63.91960465
,-87.36411581,43.49229612
,-91.56532479,42.57728727
,-95.17972624,38.45273664
,-90.90658169,43.26404629
,-88.24318136,40.59141577
,-88.7469181,42.93922456
,-89.32285607,43.46695925
,-92.36982693,44.61473474
,-91.3961856,43.2961731
,-96.99242477,49.30647351
,-99.11650398,51.14133273
,-107.0602894,54.93658873
,-84.33527489,44.04198147
,-77.60204497,47.28410915
,-75.35371316,47.7338215
,-77.99185162,40.578168
,-76.99667908,40.62466349
,-72.56159717,53.58891203
,-64.54884466,56.77543819
,-44.02150652,61.75383483
,-87.91713935,41.66887634
,-89.1496574,42.3255276
,-87.64561116,41.52059536
,-88.00546314,40.0325096
,-88.12918586,37.97785607
,-87.3453709,42.71118104
,-91.43226397,43.47930336
,-82.75055373,42.33735998
,-96.69725461,33.86903832
,-109.0648776,35.98127472
,-95.63525056,33.95908933
,-96.54628409,29.59282435
,-86.58338773,26.78787513
,-79.9760405,40.4597204
,-100.3168352,33.43335719
,-104.1336354,30.78990517
,-109.5257905,29.32996713
,-99.99596546,31.73362157
,-111.8279723,42.62056461
,-110.5564547,36.10942286
,-92.86534641,33.13144074
,-94.27683464,43.34352335
,-90.60547492,42.50962358
,-91.68650481,42.07153247
,-91.72706959,42.26419472
,-89.78466435,42.83150433
,-90.51617901,42.75996536
,-90.0818482,42.48933364
,-92.22421415,27.48803858
,-89.41590865,17.96834642
,-90.29884413,19.40822485
,-92.68121758,21.52608099
,-88.06756944,19.6490522
,-96.36764526,25.82209616
,-95.00875051,35.50417478
,-89.75013273,35.41423802
,-95.3963667,29.939219
,-98.174652,35.4482263
,-101.0018993,34.17124724
,-95.3676974,29.7589382
,-95.3676974,29.7589382
,-116.0777435,36.48184817
,-131.2193833,33.85018295
,-131.7667089,33.82204095
,-132.3018414,33.83853328
,-119.3391234,35.63492541
,-133.1133422,33.67703701
,-119.7737991,37.1716264
,-133.9859522,33.38514845
,-147.519727,26.65138496
,-156.8587489,20.99651799
,-156.3105232,20.7580586
,-142.0125099,29.48701913
,-157.960511,21.468151
,-157.960511,21.468151
,-157.960511,21.468151
,-100.5146777,38.17851366
,-126.4216957,36.11111604
,-124.607853,36.61124528
,-122.6010355,37.12551704
,-146.766636,27.45585672
,-108.2921919,37.95212132
,-116.2159126,39.95349127
,-157.960511,21.468151
,-157.960511,21.468151
,-157.960511,21.468151
,-157.960511,21.468151
,-157.960511,21.468151
,-91.89670484,40.83503497
,-93.89091121,40.38127842
,-93.19523212,36.4953308
,-100.7846477,33.1665316
,-94.27948562,42.37307948
,-122.6289723,45.53798945
,-75.68371135,38.82258259
,-88.04053622,37.66794446
,-102.1610435,37.14170597
,-115.7214864,32.58920879
,-101.3993341,37.33911284
,-116.9646629,32.5010188
,-100.4762279,37.54761152
,-100.6388769,37.76941243
,-100.1247757,37.88979288
,-100.6949982,37.66075896
,-87.9766815,37.72961173
,-101.5021357,37.61005811
,-100.946679,37.7368523
,-108.1187218,38.60542438
,-111.8543488,35.50748694
,-109.9443711,32.55532597
,-106.1022027,30.64985057
,-97.1939449,45.73968778
,-98.92652332,37.40873588
,-98.3280959,37.75218093
,-97.52231976,37.93492541
,-92.37720386,36.07145738
,-92.93728542,36.17979069
,-84.88418985,37.13004481
,-76.48354303,38.26559023
,-96.00124309,35.66768305
,-95.34521656,35.96904762
,-93.60600702,32.61109513
,-100.1879279,37.35665381
,-104.3993254,40.10817996
,-103.9999342,39.8517364
,-93.94515638,41.00236982
,-97.56866583,40.86663504
,-103.5880297,40.38717145
,-98.57271072,44.45564702
,-113.4227768,37.91550116
,-112.440417,39.27434554
,-110.6375153,41.45344754
,-119.6373102,39.07034408
,-85.35096077,30.6838602
,-85.2997413,30.51216781
,-90.81217875,43.7340545
,-108.5067072,45.98248306
,-123.5717196,42.91529562
,-75.61090908,39.24274999
,-75.58506815,39.05594336
,-85.03295052,29.74288992
,-84.98506267,29.65101473
,-85.03317546,29.50652181
,-44.42205594,22.74462082
,-61.60378765,10.95753592
,-85.18768608,10.56339754
,-86.22052044,29.5156061
,-79.9760405,40.4597204
,-86.33815816,29.27740624
,-82.22748853,22.46869241
,-90.88971216,16.32498399
,-99.45619087,22.67707021
,-88.62233148,14.49966115
,-89.16349288,15.10032456
,-91.81947009,17.65330768
,-84.05900715,10.424996
,-83.92471517,10.29050294
,-80.60510418,23.51900492
,-79.91381203,23.13435886
,-80.01781409,22.75737617
,-80.11910082,16.37739129
,-81.49599929,15.44394363
,-82.68620335,15.9067424
,-88.06531367,13.37043294
,-82.33202816,16.06720503
,-95.28331992,20.36582027
,-101.1537634,25.42109932
,-81.07231913,15.59258544
,-81.98062589,16.89218939
,-81.88285704,17.13677798
,-77.5860298,34.42345733
,-74.41727232,43.17994188
,-120.07151,35.85502238
,-91.05416972,20.0814258
,-82.45518016,14.4643699
,-84.79020436,10.48305523
,-82.22689596,14.84556471
,-82.13251023,15.09413447
,-82.10772958,15.43531995
,-84.0366447,9.921310523
,-81.87269902,16.08865602
,-81.74092843,16.48004184
,-99.93638652,24.24710116
,-79.49091395,15.33962647
,-79.13597559,15.74681183
,-76.24779679,20.78691689
,-62.5265937,3.408053466
,-79.77339666,14.59117741
,-46.41291355,10.07256415
,-85.26714976,14.89830156
,-162.3927936,65.38991994
,-84.00160278,12.29065622
,-85.03138793,13.58497683
,-86.01948306,15.21915679
,-62.06546061,2.574528515
,-94.04934935,18.75008249
,-89.89773684,15.35703806
,-83.91799776,10.16519407
,-83.9601938,10.14850903
,-84.01747991,10.22401654
,-79.70464476,38.93185099
,-79.72859227,38.55115851
,-80.41857511,24.83177494
,-79.57644969,41.04162928
,-89.30257005,35.61071607
,-77.13915936,42.16019506
,-102.0235498,57.09912615
,-72.58145928,37.08238328
,-74.18612742,40.89224947
,-69.89200175,29.41250048
,-93.76951423,39.30802152
,-101.6341189,40.87646799
,-127.4458887,28.3467165
,-102.3112062,43.93692616
,-89.0457101,43.12343002
,-122.1835453,42.24305392
,-87.85239918,40.38282382
,-87.30167327,40.03692614
,-82.43519995,44.84043625
,-51.18734731,40.06966507
,-90.83884852,38.56518952
,-96.67311682,29.47166468
,-113.0609978,32.39605541
,-90.07681641,39.59282733
,-80.97083766,41.43870172
,-90.86424651,39.39407211
,-110.4657154,53.36424741
,-133.5335312,54.12970724
,-88.81436602,37.22820882
,-88.14311948,37.4100189
,-88.16358969,37.16053423
,-91.64628924,33.497649
,-93.5959786,32.6676663
,-93.5959786,32.6676663
,-93.5959786,32.6676663
,-93.5959786,32.6676663
,-93.5959786,32.6676663
,-85.46273258,35.83276612
,-85.06834892,40.06559111
,-86.30827821,39.92586862
,-87.53669169,39.15723688
,-89.4394059,38.7647245
,-91.5744482,38.95350189
,-90.67462387,40.83049582
,-108.5850158,36.02750992
,-78.09142471,42.3215353
,-77.46512975,41.64972097
